,time,open,high,low,close,vol
51,2021-02-28 17:31:00,43522.85,43530.72,43481.17,43525.02,10.68837074
52,2021-02-28 17:32:00,43519.55,43636.96,43477.68,43492.2,24.67222996
53,2021-02-28 17:33:00,43492.21,43492.21,43423.64,43474.48,15.59596145
54,2021-02-28 17:34:00,43461.54,43483.46,43425.43,43444.69,9.71470082
55,2021-02-28 17:35:00,43444.05,43551.17,43441.66,43464.89,27.2235605
56,2021-02-28 17:36:00,43465.5,43551.02,43453.75,43527.53,13.00647906
57,2021-02-28 17:37:00,43527.54,43540.24,43456.7,43466.65,24.68366419
58,2021-02-28 17:38:00,43465.96,43499.69,43427.3,43497.36,14.1625766
59,2021-02-28 17:39:00,43499.69,43553.64,43499.69,43527.53,6.2673712
60,2021-02-28 17:40:00,43528.1,43548.44,43470.11,43474.73,6.75484291
61,2021-02-28 17:41:00,43474.46,43532.63,43474.44,43500.01,14.20861802
62,2021-02-28 17:42:00,43495.44,43500.2,43454.12,43462.03,15.0739164
63,2021-02-28 17:43:00,43461.69,43506.19,43431.15,43497.22,10.80815642
64,2021-02-28 17:44:00,43496.84,43588.36,43493.57,43564.93,20.91213092
65,2021-02-28 17:45:00,43563.07,43680.39,43556.55,43680.39,10.05383716
66,2021-02-28 17:46:00,43680.39,43680.45,43614.56,43645.86,5.95042837
67,2021-02-28 17:47:00,43645.85,43663.35,43493.42,43514.09,14.88216899
68,2021-02-28 17:48:00,43509.92,43551.99,43411.75,43439.34,20.71182317
69,2021-02-28 17:49:00,43430.5,43481.91,43381.85,43440.74,12.07779357
70,2021-02-28 17:50:00,43426.85,43553.15,43425.99,43498.5,15.53645148
71,2021-02-28 17:51:00,43487.4,43487.4,43382.53,43396.69,6.81500415
72,2021-02-28 17:52:00,43392.57,43419.95,43311.11,43321.62,15.60288085
73,2021-02-28 17:53:00,43318.61,43384.41,43312.21,43380.92,7.87143379
74,2021-02-28 17:54:00,43371.09,43379.13,43249.05,43309.01,20.08642932
75,2021-02-28 17:55:00,43309.41,43359.79,43265.49,43300.0,25.99870499
76,2021-02-28 17:56:00,43300.0,43393.41,43269.68,43284.58,14.53791924
77,2021-02-28 17:57:00,43294.23,43308.6,43269.68,43269.69,8.9246386
78,2021-02-28 17:58:00,43269.69,43278.73,43131.97,43166.13,45.34896754
79,2021-02-28 17:59:00,43172.35,43234.89,43161.68,43170.01,17.82931907
80,2021-02-28 18:00:00,43170.01,43202.73,43115.2,43202.73,26.12294945
81,2021-02-28 18:01:00,43202.73,43289.78,43199.57,43282.84,16.32826443
82,2021-02-28 18:02:00,43277.52,43300.0,43219.94,43267.28,16.30199251
83,2021-02-28 18:03:00,43273.46,43377.0,43273.46,43377.0,41.60506857
84,2021-02-28 18:04:00,43377.0,43421.23,43330.48,43330.48,21.10849012
85,2021-02-28 18:05:00,43333.48,43401.0,43333.48,43400.99,6.16238487
86,2021-02-28 18:06:00,43401.0,43481.61,43334.24,43334.24,35.42173073
87,2021-02-28 18:07:00,43322.95,43525.76,43322.95,43488.7,18.42388488
88,2021-02-28 18:08:00,43488.7,43515.0,43431.79,43439.91,16.99744581
89,2021-02-28 18:09:00,43433.93,43493.97,43372.31,43452.97,39.90556596
90,2021-02-28 18:10:00,43452.97,43528.76,43439.25,43519.56,31.00711613
91,2021-02-28 18:11:00,43519.64,43550.0,43479.53,43550.0,14.48464309
92,2021-02-28 18:12:00,43550.0,43573.35,43481.71,43506.32,15.10829362
93,2021-02-28 18:13:00,43500.0,43505.24,43451.03,43467.85,12.08218621
94,2021-02-28 18:14:00,43466.09,43540.85,43466.09,43533.78,8.14495182
95,2021-02-28 18:15:00,43535.8,43540.22,43409.22,43459.41,20.37295459
96,2021-02-28 18:16:00,43461.6,43504.57,43405.0,43410.24,4.98676885
97,2021-02-28 18:17:00,43406.81,43467.04,43358.91,43467.04,5.61556851
98,2021-02-28 18:18:00,43467.07,43495.46,43437.51,43438.07,13.96796232
99,2021-02-28 18:19:00,43437.51,43437.52,43271.59,43367.81,29.00222896
100,2021-02-28 18:20:00,43374.71,43475.43,43366.24,43475.42,8.45911666
101,2021-02-28 18:21:00,43475.43,43568.96,43473.28,43521.82,16.47566413
102,2021-02-28 18:22:00,43521.82,43569.49,43519.96,43533.61,5.63478013
103,2021-02-28 18:23:00,43533.61,43562.58,43465.0,43484.46,7.32364122
104,2021-02-28 18:24:00,43481.22,43512.74,43427.49,43511.28,16.40092654
105,2021-02-28 18:25:00,43501.34,43624.99,43500.97,43572.0,21.57978369
106,2021-02-28 18:26:00,43584.27,43620.9,43560.74,43588.91,7.9437784
107,2021-02-28 18:27:00,43580.44,43650.0,43576.41,43609.51,7.0179068
108,2021-02-28 18:28:00,43613.3,43613.3,43569.69,43604.76,8.95517146
109,2021-02-28 18:29:00,43604.77,43642.22,43604.76,43630.81,6.52474314
110,2021-02-28 18:30:00,43630.82,43667.96,43620.03,43641.53,20.05336062
111,2021-02-28 18:31:00,43641.54,43646.11,43592.46,43621.9,10.61160209
112,2021-02-28 18:32:00,43624.03,43688.0,43624.03,43632.14,11.22689948
113,2021-02-28 18:33:00,43633.53,43638.65,43543.69,43552.18,15.22497285
114,2021-02-28 18:34:00,43544.56,43601.41,43523.44,43571.62,17.09681991
115,2021-02-28 18:35:00,43571.62,43588.17,43544.86,43560.0,8.54664472
116,2021-02-28 18:36:00,43560.0,43602.18,43548.17,43599.99,7.03336845
117,2021-02-28 18:37:00,43599.99,43600.0,43101.0,43463.27,124.815242
118,2021-02-28 18:38:00,43463.27,43474.64,43332.12,43377.19,24.03133298
119,2021-02-28 18:39:00,43377.19,43439.85,43377.19,43389.46,11.52535979
120,2021-02-28 18:40:00,43382.79,43442.74,43382.79,43416.96,8.69694963
121,2021-02-28 18:41:00,43422.63,43495.69,43415.03,43495.69,13.47356685
122,2021-02-28 18:42:00,43494.66,43508.88,43447.29,43508.88,9.15706651
123,2021-02-28 18:43:00,43508.88,43525.0,43473.08,43510.31,13.31807695
124,2021-02-28 18:44:00,43512.48,43550.0,43504.78,43550.0,6.72015849
125,2021-02-28 18:45:00,43549.99,43600.0,43539.24,43600.0,21.36592565
126,2021-02-28 18:46:00,43600.0,43600.0,43562.28,43585.59,8.62081544
127,2021-02-28 18:47:00,43580.9,43613.41,43524.99,43587.08,27.53557707
128,2021-02-28 18:48:00,43587.08,43589.1,43564.72,43574.0,4.8553087
129,2021-02-28 18:49:00,43574.0,43688.0,43573.99,43679.81,21.01841104
130,2021-02-28 18:50:00,43671.8,43764.37,43671.35,43720.87,15.52261971
131,2021-02-28 18:51:00,43725.47,43725.47,43655.2,43670.12,8.58733509
132,2021-02-28 18:52:00,43679.57,43762.06,43665.91,43738.62,5.01462753
133,2021-02-28 18:53:00,43738.34,43777.0,43738.34,43775.43,9.10908
134,2021-02-28 18:54:00,43775.25,43775.25,43721.12,43751.22,7.89805051
135,2021-02-28 18:55:00,43748.04,43828.81,43727.94,43752.2,22.43818193
136,2021-02-28 18:56:00,43752.21,43758.72,43730.01,43745.49,9.54531921
137,2021-02-28 18:57:00,43745.5,43750.0,43694.38,43728.18,9.40880114
138,2021-02-28 18:58:00,43733.89,43741.27,43683.37,43689.43,4.66834988
139,2021-02-28 18:59:00,43689.43,43735.47,43689.42,43734.66,6.31716864
140,2021-02-28 19:00:00,43734.16,43849.1,43727.18,43842.8,13.20816398
141,2021-02-28 19:01:00,43845.32,43845.32,43787.24,43808.85,16.24005983
142,2021-02-28 19:02:00,43808.85,43808.85,43762.11,43762.44,4.64515464
143,2021-02-28 19:03:00,43775.48,43800.0,43766.05,43795.41,12.18633405
144,2021-02-28 19:04:00,43795.41,43850.0,43795.4,43810.41,10.24360717
145,2021-02-28 19:05:00,43810.4,43854.69,43810.4,43851.99,16.7317441
146,2021-02-28 19:06:00,43851.99,43851.99,43764.36,43800.01,31.80976035
147,2021-02-28 19:07:00,43800.01,43836.94,43793.05,43827.95,4.58240296
148,2021-02-28 19:08:00,43828.13,43830.86,43774.01,43781.14,15.53527471
149,2021-02-28 19:09:00,43778.83,43778.83,43748.27,43763.12,7.37866258
150,2021-02-28 19:10:00,43763.12,43828.06,43762.82,43781.76,9.318736
151,2021-02-28 19:11:00,43775.45,43805.54,43765.0,43792.85,7.54216876
152,2021-02-28 19:12:00,43793.0,43817.97,43770.1,43771.13,6.7199972
153,2021-02-28 19:13:00,43772.2,43778.63,43705.4,43719.73,12.25205851
154,2021-02-28 19:14:00,43719.76,43763.1,43719.76,43751.2,4.74758238
155,2021-02-28 19:15:00,43751.2,43805.95,43747.49,43786.69,6.29113133
156,2021-02-28 19:16:00,43786.69,43802.97,43733.63,43733.64,12.03789006
157,2021-02-28 19:17:00,43733.64,43748.11,43714.49,43748.06,5.60983473
158,2021-02-28 19:18:00,43748.06,43750.0,43635.45,43657.83,8.37452267
159,2021-02-28 19:19:00,43663.28,43691.37,43635.49,43663.96,12.08100414
160,2021-02-28 19:20:00,43663.58,43786.18,43655.77,43741.61,20.38454715
161,2021-02-28 19:21:00,43734.23,43767.81,43732.64,43745.55,6.16306277
162,2021-02-28 19:22:00,43743.82,43793.16,43684.0,43788.61,61.78677793
163,2021-02-28 19:23:00,43763.65,43767.55,43648.16,43698.03,12.72920373
164,2021-02-28 19:24:00,43698.02,43711.21,43579.77,43588.83,13.80208257
165,2021-02-28 19:25:00,43592.45,43632.04,43558.82,43562.22,10.1046552
166,2021-02-28 19:26:00,43558.9,43649.56,43556.03,43631.56,6.50535584
167,2021-02-28 19:27:00,43632.31,43671.22,43528.0,43573.6,15.71589934
168,2021-02-28 19:28:00,43568.61,43579.83,43511.73,43530.0,9.09204875
169,2021-02-28 19:29:00,43529.98,43590.07,43528.43,43584.82,44.23387766
170,2021-02-28 19:30:00,43582.63,43667.3,43576.0,43667.3,12.67239709
171,2021-02-28 19:31:00,43667.31,43753.47,43667.31,43730.67,15.4644531
172,2021-02-28 19:32:00,43736.15,43754.69,43723.9,43733.72,7.18094021
173,2021-02-28 19:33:00,43733.72,43773.39,43700.02,43769.73,7.2106584
174,2021-02-28 19:34:00,43773.39,43818.49,43772.61,43782.79,13.20945523
175,2021-02-28 19:35:00,43781.58,43830.0,43781.58,43814.22,7.72760492
176,2021-02-28 19:36:00,43814.21,43825.08,43809.01,43824.5,5.89171788
177,2021-02-28 19:37:00,43824.5,43836.92,43788.63,43821.88,17.55611695
178,2021-02-28 19:38:00,43822.49,43833.25,43806.8,43816.49,6.49199505
179,2021-02-28 19:39:00,43822.49,43838.41,43750.31,43752.4,16.82883447
180,2021-02-28 19:40:00,43752.39,43790.96,43750.0,43790.96,7.67898863
181,2021-02-28 19:41:00,43791.23,43798.31,43771.18,43783.56,7.66600477
182,2021-02-28 19:42:00,43783.29,43797.12,43783.29,43791.94,3.37523778
183,2021-02-28 19:43:00,43791.95,43836.85,43791.14,43822.5,7.49128566
184,2021-02-28 19:44:00,43822.5,43838.77,43803.25,43838.76,8.59475534
185,2021-02-28 19:45:00,43838.77,43940.48,43827.17,43927.29,18.62213715
186,2021-02-28 19:46:00,43927.29,43972.14,43874.03,43972.14,18.09792001
187,2021-02-28 19:47:00,43972.14,44223.77,43961.56,44214.21,54.56555355
188,2021-02-28 19:48:00,44214.21,44245.0,44157.45,44244.7,37.97642988
189,2021-02-28 19:49:00,44245.0,44245.0,44143.55,44173.41,36.20352579
190,2021-02-28 19:50:00,44158.98,44176.95,44120.16,44151.34,15.36738381
191,2021-02-28 19:51:00,44151.35,44250.0,44128.89,44230.9,42.02421929
192,2021-02-28 19:52:00,44227.09,44344.34,44226.16,44306.74,29.77359781
193,2021-02-28 19:53:00,44300.4,44435.47,44300.0,44435.46,31.47460077
194,2021-02-28 19:54:00,44435.47,44436.43,44271.58,44366.49,34.97856174
195,2021-02-28 19:55:00,44366.91,44444.0,44315.13,44373.59,23.37778945
196,2021-02-28 19:56:00,44377.76,44566.75,44370.72,44565.69,39.35759083
197,2021-02-28 19:57:00,44564.63,44596.0,44502.9,44515.43,18.30731585
198,2021-02-28 19:58:00,44508.88,44508.88,44420.32,44460.98,24.5407785
199,2021-02-28 19:59:00,44460.99,44564.33,44460.99,44511.0,15.11592226
200,2021-02-28 20:00:00,44508.55,44610.0,44500.33,44610.0,23.86147474
201,2021-02-28 20:01:00,44609.62,44653.19,44503.0,44505.49,27.41630645
202,2021-02-28 20:02:00,44510.07,44558.32,44506.04,44548.9,15.47077362
203,2021-02-28 20:03:00,44534.14,44550.72,44439.61,44453.62,27.26246691
204,2021-02-28 20:04:00,44463.95,44470.9,44368.41,44431.79,27.61118125
205,2021-02-28 20:05:00,44431.8,44495.93,44431.79,44476.07,20.34945269
206,2021-02-28 20:06:00,44476.06,44496.52,44472.09,44480.62,11.7244856
207,2021-02-28 20:07:00,44480.69,44498.24,44438.8,44495.23,13.38901019
208,2021-02-28 20:08:00,44497.76,44553.19,44484.04,44552.26,7.82581579
209,2021-02-28 20:09:00,44552.26,44559.14,44512.49,44515.01,8.4827647
210,2021-02-28 20:10:00,44515.02,44515.84,44438.8,44458.3,9.18780444
211,2021-02-28 20:11:00,44458.3,44536.94,44450.07,44530.84,11.21026951
212,2021-02-28 20:12:00,44532.47,44544.08,44470.98,44474.59,8.52418135
213,2021-02-28 20:13:00,44474.59,44474.6,44424.78,44425.93,13.81821742
214,2021-02-28 20:14:00,44425.93,44466.9,44348.21,44399.0,24.19953533
215,2021-02-28 20:15:00,44399.0,44493.28,44398.99,44445.47,14.56663788
216,2021-02-28 20:16:00,44445.47,44463.84,44424.44,44431.16,11.7431001
217,2021-02-28 20:17:00,44427.61,44437.43,44406.96,44418.56,9.15147938
218,2021-02-28 20:18:00,44418.33,44418.44,44384.15,44387.32,11.58362628
219,2021-02-28 20:19:00,44390.04,44402.52,44220.0,44230.68,24.71117888
220,2021-02-28 20:20:00,44230.67,44362.19,44178.88,44346.44,22.96666494
221,2021-02-28 20:21:00,44348.5,44529.42,44319.9,44502.6,37.54567524
222,2021-02-28 20:22:00,44502.13,44536.29,44456.75,44465.86,26.65050197
223,2021-02-28 20:23:00,44466.23,44500.0,44392.63,44473.27,12.39041682
224,2021-02-28 20:24:00,44470.08,44474.63,44417.19,44433.83,7.64254526
225,2021-02-28 20:25:00,44439.17,44447.59,44390.01,44424.36,12.50722872
226,2021-02-28 20:26:00,44424.91,44494.72,44375.01,44378.73,31.46145253
227,2021-02-28 20:27:00,44381.39,44381.39,44336.39,44349.2,6.67664458
228,2021-02-28 20:28:00,44349.2,44400.0,44304.93,44329.15,24.85684142
229,2021-02-28 20:29:00,44335.34,44381.8,44335.34,44349.37,13.43298072
230,2021-02-28 20:30:00,44349.38,44378.4,44333.24,44341.62,12.19250798
231,2021-02-28 20:31:00,44335.25,44360.0,44324.41,44327.63,17.51937313
232,2021-02-28 20:32:00,44327.63,44391.64,44305.8,44377.87,20.58948802
233,2021-02-28 20:33:00,44377.87,44386.95,44300.0,44306.94,5.33871049
234,2021-02-28 20:34:00,44306.55,44381.92,44303.51,44342.43,4.80027151
235,2021-02-28 20:35:00,44342.43,44361.18,44328.16,44339.48,8.11572762
236,2021-02-28 20:36:00,44339.49,44377.82,44321.52,44321.53,8.29904096
237,2021-02-28 20:37:00,44321.53,44329.24,44291.96,44298.48,6.458616
238,2021-02-28 20:38:00,44302.8,44363.03,44302.8,44363.03,3.30970245
239,2021-02-28 20:39:00,44360.96,44365.16,44302.81,44302.82,4.69137911
240,2021-02-28 20:40:00,44302.82,44302.83,44190.95,44233.19,22.2001086
241,2021-02-28 20:41:00,44230.03,44260.19,44230.03,44248.6,15.24664191
242,2021-02-28 20:42:00,44248.6,44314.31,44243.93,44290.59,8.53057993
243,2021-02-28 20:43:00,44290.59,44297.61,44255.77,44277.28,7.6434507
244,2021-02-28 20:44:00,44277.27,44280.0,44260.73,44279.99,7.84809473
245,2021-02-28 20:45:00,44280.0,44334.43,44280.0,44329.95,25.71849631
246,2021-02-28 20:46:00,44327.39,44381.91,44307.77,44381.47,7.2856051
247,2021-02-28 20:47:00,44381.47,44389.67,44325.27,44345.51,4.00141597
248,2021-02-28 20:48:00,44345.5,44376.5,44315.44,44375.73,3.46749186
249,2021-02-28 20:49:00,44376.5,44404.44,44359.52,44390.31,4.36769971
250,2021-02-28 20:50:00,44388.71,44400.49,44365.57,44400.17,2.74908162
251,2021-02-28 20:51:00,44399.39,44428.47,44399.39,44420.44,10.28643265
252,2021-02-28 20:52:00,44420.44,44430.09,44399.72,44430.09,13.3635999
253,2021-02-28 20:53:00,44430.09,44465.6,44424.0,44463.61,5.44833499
254,2021-02-28 20:54:00,44463.51,44486.24,44430.63,44430.63,12.05633961
255,2021-02-28 20:55:00,44430.63,44470.96,44430.63,44459.0,16.74622521
256,2021-02-28 20:56:00,44459.0,44856.04,44458.99,44854.3,51.10338121
257,2021-02-28 20:57:00,44854.31,44900.0,44772.88,44885.55,44.81602013
258,2021-02-28 20:58:00,44885.55,45063.46,44876.91,45042.39,56.06878813
259,2021-02-28 20:59:00,45032.21,45032.21,44961.41,44961.41,31.55524184
260,2021-02-28 21:00:00,44961.42,45100.0,44961.41,45083.54,58.3695143
261,2021-02-28 21:01:00,45083.99,45115.97,45049.01,45096.88,26.74666981
262,2021-02-28 21:02:00,45096.7,45096.7,45010.0,45062.85,33.60668891
263,2021-02-28 21:03:00,45063.3,45069.13,45000.0,45046.86,10.36088875
264,2021-02-28 21:04:00,45053.46,45064.12,45020.29,45035.44,15.16894935
265,2021-02-28 21:05:00,45035.44,45100.08,45035.44,45076.49,31.07503222
266,2021-02-28 21:06:00,45071.89,45420.0,45067.94,45355.32,90.6692281
267,2021-02-28 21:07:00,45366.89,45450.0,45333.53,45414.06,34.1439746
268,2021-02-28 21:08:00,45416.56,45468.1,45367.14,45428.74,60.02000931
269,2021-02-28 21:09:00,45428.74,45493.07,45315.98,45347.9,34.96738031
270,2021-02-28 21:10:00,45349.75,45448.39,45347.96,45349.65,18.84379441
271,2021-02-28 21:11:00,45336.35,45349.14,45201.32,45239.37,23.78849596
272,2021-02-28 21:12:00,45239.37,45312.0,45120.34,45275.2,19.23129664
273,2021-02-28 21:13:00,45275.2,45353.17,45264.86,45318.98,23.99556293
274,2021-02-28 21:14:00,45318.99,45408.52,45288.93,45296.61,22.90361264
275,2021-02-28 21:15:00,45286.28,45316.61,44988.65,45081.86,56.73517285
276,2021-02-28 21:16:00,45073.11,45173.72,45050.0,45126.51,6.74458296
277,2021-02-28 21:17:00,45121.44,45261.68,45100.41,45233.51,15.4399467
278,2021-02-28 21:18:00,45233.52,45233.52,45119.07,45169.45,14.62393018
279,2021-02-28 21:19:00,45168.36,45223.53,45121.49,45210.06,10.3097226
280,2021-02-28 21:20:00,45199.59,45218.24,45125.67,45160.78,18.66129113
281,2021-02-28 21:21:00,45158.98,45200.0,45152.52,45185.09,8.71954786
282,2021-02-28 21:22:00,45185.09,45216.93,45160.76,45216.92,10.77839544
283,2021-02-28 21:23:00,45216.92,45344.48,45216.92,45327.83,15.88785723
284,2021-02-28 21:24:00,45323.96,45327.83,45251.56,45272.14,13.20358163
285,2021-02-28 21:25:00,45272.14,45300.0,45200.24,45287.23,21.23466132
286,2021-02-28 21:26:00,45294.58,45294.58,45171.89,45203.84,15.70612743
287,2021-02-28 21:27:00,45203.84,45226.0,45175.41,45175.41,8.96702396
288,2021-02-28 21:28:00,45181.48,45274.98,45177.89,45194.32,9.06401951
289,2021-02-28 21:29:00,45206.17,45230.31,45125.0,45152.39,13.56822362
290,2021-02-28 21:30:00,45173.49,45262.81,45161.39,45233.56,11.97090918
291,2021-02-28 21:31:00,45233.56,45258.01,45175.22,45200.0,12.26275529
292,2021-02-28 21:32:00,45200.0,45256.59,45200.0,45254.09,10.23481414
293,2021-02-28 21:33:00,45254.09,45300.67,45233.27,45284.45,11.15033798
294,2021-02-28 21:34:00,45284.45,45353.56,45284.44,45334.03,18.79005779
295,2021-02-28 21:35:00,45335.0,45345.97,45288.42,45318.15,9.8056527
296,2021-02-28 21:36:00,45317.78,45425.12,45310.38,45400.0,19.23140948
297,2021-02-28 21:37:00,45376.21,45380.94,45236.25,45244.11,21.9254031
298,2021-02-28 21:38:00,45237.71,45339.97,45210.83,45312.91,13.54676642
299,2021-02-28 21:39:00,45312.91,45382.24,45303.56,45309.05,4.78676452
300,2021-02-28 21:40:00,45309.17,45361.31,45276.73,45361.31,10.16421169
301,2021-02-28 21:41:00,45361.31,45431.72,45352.71,45410.16,9.22068706
302,2021-02-28 21:42:00,45409.08,45440.72,45344.43,45357.64,11.01314206
303,2021-02-28 21:43:00,45357.64,45357.64,45315.7,45347.43,10.79354656
304,2021-02-28 21:44:00,45351.96,45414.51,45346.2,45410.78,17.48785792
305,2021-02-28 21:45:00,45410.78,45428.5,45332.31,45336.53,22.37479573
306,2021-02-28 21:46:00,45336.08,45356.67,45250.84,45270.55,18.68252408
307,2021-02-28 21:47:00,45272.71,45407.14,45239.76,45342.99,16.98622641
308,2021-02-28 21:48:00,45342.99,45414.46,45310.09,45310.09,10.14519406
309,2021-02-28 21:49:00,45306.9,45364.63,45300.2,45356.59,3.16396114
310,2021-02-28 21:50:00,45356.59,45398.66,45337.63,45352.26,8.64776205
311,2021-02-28 21:51:00,45352.32,45356.74,45337.32,45355.76,14.55753118
312,2021-02-28 21:52:00,45355.75,45380.29,45278.14,45278.14,18.82217989
313,2021-02-28 21:53:00,45278.15,45299.01,45252.01,45288.35,11.67769529
314,2021-02-28 21:54:00,45288.35,45380.42,45288.35,45311.0,17.94075012
315,2021-02-28 21:55:00,45313.96,45372.25,45313.96,45316.92,12.69721499
316,2021-02-28 21:56:00,45319.55,45342.55,45282.65,45303.76,16.42722381
317,2021-02-28 21:57:00,45300.01,45300.01,45250.0,45250.01,2.79893067
318,2021-02-28 21:58:00,45250.01,45270.05,45241.3,45257.25,2.73773177
319,2021-02-28 21:59:00,45256.97,45267.09,45251.87,45254.8,11.27650483
320,2021-02-28 22:00:00,45254.79,45299.95,45254.79,45281.95,12.07537324
321,2021-02-28 22:01:00,45281.95,45290.42,45276.61,45290.11,4.75746015
322,2021-02-28 22:02:00,45290.42,45290.42,45155.0,45155.0,16.20183516
323,2021-02-28 22:03:00,45155.0,45232.59,45155.0,45232.52,8.40043298
324,2021-02-28 22:04:00,45230.6,45302.35,45230.6,45302.35,7.0888001
325,2021-02-28 22:05:00,45297.46,45305.98,45278.11,45285.35,6.29271934
326,2021-02-28 22:06:00,45285.35,45306.28,45285.34,45302.91,2.78670806
327,2021-02-28 22:07:00,45304.58,45345.09,45299.74,45345.08,1.81158249
328,2021-02-28 22:08:00,45345.09,45377.79,45345.08,45376.74,7.41260677
329,2021-02-28 22:09:00,45376.74,45436.0,45373.69,45427.46,18.8752014
330,2021-02-28 22:10:00,45427.45,45427.45,45386.6,45419.89,17.13928037
331,2021-02-28 22:11:00,45419.9,45425.0,45309.37,45309.37,24.40601856
332,2021-02-28 22:12:00,45311.58,45361.5,45258.02,45361.5,15.9235932
333,2021-02-28 22:13:00,45352.19,45374.01,45345.29,45371.57,4.06340898
334,2021-02-28 22:14:00,45371.57,45372.06,45356.0,45356.01,6.36206806
335,2021-02-28 22:15:00,45356.0,45356.06,45322.01,45323.99,2.85387754
336,2021-02-28 22:16:00,45324.0,45345.35,45324.0,45342.45,3.6641224
337,2021-02-28 22:17:00,45342.45,45346.28,45251.45,45251.45,7.45997122
338,2021-02-28 22:18:00,45251.45,45254.34,45230.08,45236.09,5.25133106
339,2021-02-28 22:19:00,45236.06,45252.29,45229.45,45251.93,7.40372256
